HYMN TITLE, Hymn
THERE WERE NINETY AND NINE THAT SAFELY LAY,534
ON A HILL FAR AWAY STOOD AN OLD RUGGED CROSS,536
ONCE I STOOD IN THE NIGHT WITH MY HEAD BOWED LOW,537
HAVE YOU FAILED IN YOUR PLAN OF YOUR STORM-TOSSED LIFE?,538
THE SPACIOUS FIRMAMENT ON HIGH,539
THERE'S A HOLY AND BEAUTIFUL CITY,540
TARRY WITH ME O MY SAVIOR,541
EARTHLY LIFE IS ONLY ONE SHORT DAY,542
SWEET MOMENT OF PRAYER I TREMBLE,543
WHEN I BEHOLD THY GLORY SHARE,544
THIS WORLD IS NOT MY HOME I'M JUST A PASSING THRU,545
MY GOD AND I GO IN THE FIELD TOGETHER,546
SHINING EV'RY DAY ALL ALONG THE WAY,547
THE SANDS HAVE BEEN WASHED IN THE FOOTPRINTS,548
GO LABOR ON: SPEND AND BE SPENT,549
CHRIST HAS FOR SIN ATONEMENT MADE,550
THE TREASURES OF EARTH ARE NOT MINE,551
I AM LONGING FOR THE COMING OF THE SNOW-WHITE ANGEL BAND,552
SOME DAY BEFORE THE THRONE I'LL STAND,553
WONDERFUL WONDERFUL,554
WHEN ALL THY MERCIES O MY GOD,555
OH WHAT A WONDERFUL WONDERFUL FRIEND,556
THERE IS A FOUNTAIN FILLED WITH BLOOD,557
THERE IS A GATE THAT STANDS AJAR,558
THERE IS A HABITATION,559
THERE'S A WORK FOR EV'RY CHRISTIAN IN THE VINEYARD OF THE LORD,560
THERE IS A SEA WHICH DAY BY DAY,562
WOULD YOU BE FREE FROM THE BURDEN OF SIN?,563
THERE IS SUNSHINE IN MY SOUL TODAY,564
THERE SHALL BE SHOWERS OF BLESSING,565
THERE'S A CROWN FOR YOUR CROSS WHEN THE TEARDROPS THAT STRAY,566
THERE'S A GARDEN WHERE JESUS IS WAITING,567
SUNSET AND EVENING STAR,568
TO OUR REDEEMER'S GLORIOUS NAME,569
TO US A CHILD OF HOPE IS BORN,570
THERE'S A LAND BEYOND THE RIVER,571
SOUL A SAVIOR THOU ART NEEDING,572
I NOW BELIEVE THE SON OF GOD,573
THREAT'NING STORMS AND TEMPESTS MAY SWEEP O'ER MY SOUL,574
THE SAVIOR IS STANDING OUTSIDE THE DOOR,575
SINCE THE LOVE OF GOD HAS SHED PRICELESS BLESSINGS ON MY HEAD,576
THERE'S A ROYAL BANNER GIVEN FOR DISPLAY,577
THERE'S NOT A FRIEND LIKE THE LOWLY JESUS,578
THOU MY EVERLASTING PORTION,579
THIS IS MY FATHER'S WORLD,580
THOU ART THE WAY: TO THEE ALONE,581
AMID THE TRIALS WHICH I MEET,582
THOUGH YOUR SINS BE AS SCARLET,583
TO CANAAN'S LAND I’M ON MY WAY,584
SOME GLAD MORNING WE SHALL SEE JESUS IN THE AIR,585
LORD DISMISS US IN THY CARE,586
TIS SO SWEET TO TRUST IN JESUS,587
TIS SET THE FEAST DIVINE,588
TO CHRIST BE LOYAL AND BE TRUE,589
TIS THE BLESSED HOUR OF PRAYER WHEN OUR HEARTS LOWLY BEND,590
TIS MIDNIGHT AND ON OLIVE'S BROW,591
TO THE WORK! TO THE WORK!,593
TRUE-HEARTED WHOLE-HEARTED FAITHFUL AND LOYAL,594
BETHLEHEM IN BETHLEHEM,595
I HEARD AN OLD OLD STORY,596
LET THE BEAUTY OF JESUS BE SEEN IN ME,597
AS I JOURNEY HERE MID THE TOIL AND TEARS,598
O HOW SWEET 'TWILL BE TO MEET THE LORD,599
LIKE A LAMP UNTO YOUR FEET,600
O THE ROCK! 'TIS A CLEFT AND A STRONG SURE DEFENSE,601
UNTO THE HILLS AROUND DO I LIFT UP,602
WALKING ALONE AT EVE AND VIEWING THE SKIES AFAR,603
WERE YOU THERE WHEN THEY CRUCIFIED MY LORD?,604
I'M GOING SOMEDAY TO YONDER FAIR LAND,605
O THE UNSEARCHABLE RICHES OF CHRIST!,606
ALL ALONG ON THE ROAD TO THE SOUL'S TRUE ABODE,607
GRACE! 'TIS A CHARMING SOUND,608
WASHED IN THE BLOOD OF CALVARY,609
WATCHMAN TELL US OF THE NIGHT,610
WE GIVE THEE BUT THINE OWN,611
NEARER THE CROSS MY HEART CAN SAY,612
WE ARE GOING DOWN THE VALLEY ONE BY ONE,613
WILL YOUR ANCHOR HOLD IN THE STORMS OF LIFE,614
WE HAVE HEARD THE JOYFUL SOUND,615
WE SAW THEE NOT WHEN THOU DIDST COME,616
THO' THE WAY WE JOURNEY MAY BE OFTEN DREAR,617
HOW OUR HEARTS ACHE WITH GRIEF AS WE SAY GOODBY,618
THE HEAD THAT ONCE WAS CROWNED WITH THORNS,620
WELCOME DELIGHTFUL MORN,621
UP CALV'RY'S MOUNTAIN ONE DREADFUL MORN,622
WHAT A FRIEND WE HAVE IN JESUS,623
WHEN THE SAVIOR COMES FOR HIS CHOSEN ONES,624
WHEN FRIENDS OF YORE WE MEET ONCE MORE,625
THERE'S A LIGHT 'LONG THE PATHWAY IT'S GUIDING ME HOME,626
ONCE I WAS STRAYING IN SIN'S DARK VALLEY,627
RING THE BELLS OF HEAVEN! THERE IS JOY TODAY,628
JESUS THE LORD LAID HIS GLORY ASIDE,629
WHEN ALL MY LABORS AND TRIALS ARE O'ER,630
WHAT A SONG OF DELIGHT IN THAT CITY SO BRIGHT,632
WHEN I SURVEY THE WONDROUS CROSS,633
WHEN MY LOVE TO CHRIST GROWS WEAK,634
WE LIVE IN A CHANGING WORLD,635
WHEN JESUS COMES AGAIN TO GATHER HIS OWN,636
TRIALS DARK ON EV'RY HAND AND WE CANNOT UNDERSTAND,637
WHEN THE TRUMPET OF THE LORD SHALL SOUND AND TIME SHALL BE NO MORE,638
WE ARE GOING HOME TO REST,639
NOBODY KNOWS BUT JESUS,641
SWEET ARE THE PROMISES,642
WHEN UPON LIFE'S BILLOWS YOU ARE TEMPEST-TOSSED,643
SOFT AS THE VOICE OF AN ANGEL,644
I HEARD THE VOICE OF JESUS SAY,645
JUST A FEW MORE DAYS TO BE FILLED WITH PRAISE,646
I AM HAPPY TODAY AND THE SUN SHINES BRIGHT,647
LOVE SENT MY SAVIOR TO DIE IN MY STEAD,648
MINE EYES HAVE SEEN THE GLORY OF THE COMING OF THE LORD,649
THERE'S A WONDERFUL PLACE WE CALL HOME,650
WONDERFUL GRACE OF JESUS,651
OVER THE RIVER SHINING FOREVER,652
WONDERFUL JESUS! GLORIOUS FRIEND!,653
I MET HIM ONE DAY ON A LONELY ROAD,654
WONDERFUL STORY OF LOVE,655
WORTHY OF PRAISE IS CHRIST OUR REDEEMER,656
WHEN WITH THE SAVIOR WE ENTER THE GLORY-LAND,657
JESUS THE SAVIOR CAME DOWN FROM ABOVE,658
IF THE NAME OF THE SAVIOR IS PRECIOUS TO YOU,659
IF YOU COULD SEE CHRIST STANDING HERE TONIGHT,660
OH CHRISTIAN DO NOT HIDE YOUR LIGHT!,661
YEARS I SPENT IN VANITY AND PRIDE,662
WHEN IN THE BETTER LAND BEFORE THE BAR WE STAND,663
YES FOR ME FOR ME HE CARETH,664
DOES JESUS CARE WHEN MY HEART IS PAINED,665
JUDGMENT DAY IS COMING BROTHER GET READY NOW,666
THE VOICE OF THE SAVIOR SAYS COME,667
COME TO JESUS! HE WILL SAVE YOU,668
LET THE WORDS OF MY MOUTH AND THE MEDITATION OF MY HEART,669
HAVE YOU BEEN WASHED IN THE CRIMSON FLOW,670
ALL THINGS ARE READY COME TO THE FEAST!,671
O THERE IS A TIME WHEN THE MESSAGE WILL COME,672
GOD IS CALLING THE PRODIGAL: COME WITHOUT DELAY,673
HAVE YOU BEEN TO JESUS FOR THE CLEANSING POW'R?,674
I AM RESOLVED NO LONGER TO LINGER,675
I AM COMING TO THE CROSS,676
I HEAR THY WELCOME VOICE,677
I AM WEAK BUT THOU ART STRONG,678
JESUS IS CALLING FOR YOU TODAY,679
OFTEN I'M HINDERED ON MY WAY,680
JUST AS I AM! WITHOUT ONE PLEA,681
WOULD YOU LIVE FOR JESUS AND BE ALWAYS PURE AND GOOD?,683
IF YOU ARE TIRED OF THE LOAD OF YOUR SIN,684
I'VE WANDERED FAR AWAY FROM GOD,685
O DO NOT LET THE WORD DEPART,686
HEAR THE SWEET VOICE OF JESUS SAY,687
WHISPER A PRAYER IN THE MORNING,688
OUT OF MY BONDAGE SORROW AND NIGHT,689
SINNERS JESUS WILL RECEIVE,691
SOFTLY AND TENDERLY JESUS IS CALLING,692
THERE IS MUCH TO DO THERE'S WORK ON EV'RY HAND,693
TO THE HARVEST FIELDS I WILL GLADLY GO,694
THERE'S A FOUNTAIN FREE 'TIS FOR YOU AND ME,696
LORD SPEAK TO ME THAT I MAY SPEAK,697
LORD JESUS I LONG TO BE PERFECTLY WHOLE,698
THERE'S A STRANGER AT THE DOOR,700
THERE STANDS A ROCK ON SHORES OF TIME,701
WHEN WE WALK WITH THE LORD,702
WATCH AND PRAY FOR THE LORD IS COMING,703
WHEN WE IN THE JUDGMENT STAND,704
WHO WILL FOLLOW JESUS,705
WHY KEEP JESUS WAITING?,707
SING THE WONDROUS LOVE OF JESUS,708
WHILE WE PRAY AND WHILE WE PLEAD,709
I CAN HEAR MY SAVIOR CALLING,710
I WAS ON THE DOWNWARD WAY WEARY WORN AND SAD,711
WHAT WILL YOU DO WITH JESUS?,712
THE LOVE OF GOD IS GREATER FAR,713
SOME DAY YOU'LL STAND AT THE BAR ON HIGH,714
WILL YOU COME WILL YOU COME WITH YOUR POOR BROKEN HEART,715
O ZION HASTE THY MISSION HIGH FULFILLING,716
FATHER IN THE MORNING,717
WHO AT THE DOOR IS STANDING,718
WHY DID MY SAVIOR COME TO EARTH,720
WHEN JESUS COMES TO REWARD HIS SERVANTS,721
SING THEM OVER AGAIN TO ME,723
YIELD NOT TO TEMPTATION,724
MORE LOVE TO THEE O CHRIST,725
WHILE JESUS WHISPERS TO YOU,726
SING ME A SONG ABOUT JESUS,727
THERE IS BEYOND THE AZURE BLUE,728b
UNDER HIS WINGS I AM SAFELY ABIDING,729
HE TOOK MY BURDENS ALL AWAY UP TO A BRIGHTER DAY,730
I DON'T KNOW ABOUT YOU MY FRIEND,731
WHAT A GLAD THO'T SOME WONDERFUL MORNING,733
